Date,HomeTeam,AwayTeam,FTHG,FTAG
1993-10-06,Valencia,Vallecano,3,1
1993-10-06,Logrones,Ath Bilbao,4,2
1993-10-06,Celta,Lerida,1,0
1993-10-06,Real Madrid,Santander,2,1
1993-10-06,Sevilla,Ath Madrid,2,1
1993-10-06,Sociedad,Oviedo,2,2
1993-10-06,Monaco,Lyon,1,1
1993-10-06,Cannes,Martigues,2,1
1993-10-06,Le Havre,Auxerre,1,0
1993-10-06,Marseille,Strasbourg,2,1
1993-10-06,Nantes,Metz,2,0
1993-10-06,Paris SG,Lens,1,0
1993-10-06,St Etienne,Caen,5,0
1993-10-06,Toulouse,Angers,2,1
1993-10-06,VVV Venlo,Vitesse,2,1
1993-10-06,Barcelona,Valladolid,3,0
1993-10-06,Lille,Sochaux,3,1
1993-10-09,FC Koln,Bayern Munich,0,4
1993-10-09,Schalke 04,Freiburg,1,3
1993-10-09,Derby,Luton,2,1
1993-10-09,Sunderland,Birmingham,1,0
1993-10-09,Peterboro,Portsmouth,2,2
1993-10-09,Notts County,Bristol City,2,0
1993-10-09,Millwall,West Brom,2,1
1993-10-09,Grimsby,Southend,4,0
1993-10-09,Barnsley,Charlton,0,1
1993-10-09,Tranmere,Bolton,2,1
1993-10-09,Ein Frankfurt,Leipzig,2,1
1993-10-09,M'Gladbach,Duisburg,4,1
1993-10-09,Nurnberg,Dresden,3,0
1993-10-09,Kaiserslautern,Stuttgart,5,0
1993-10-09,Werder Bremen,Dortmund,4,0
1993-10-09,Hamburg,Wattenscheid,2,1
1993-10-09,Karlsruhe,Leverkusen,2,0
1993-10-10,Oxford,Stoke,1,0
1993-10-10,Watford,Middlesbrough,2,0
1993-10-15,Roda JC,Vitesse,2,1
1993-10-16,Chelsea,Norwich,1,2
1993-10-16,Lyon,Le Havre,1,1
1993-10-16,Martigues,Toulouse,1,1
1993-10-16,Metz,Paris SG,0,1
1993-10-16,Strasbourg,Lille,1,1
1993-10-16,Angers,St Etienne,1,1
1993-10-16,Auxerre,Monaco,4,0
1993-10-16,Swindon,Everton,1,1
1993-10-16,Liverpool,Oldham,2,1
1993-10-16,Lens,Cannes,2,1
1993-10-16,Caen,Bordeaux,1,0
1993-10-16,Man United,Tottenham,2,1
1993-10-16,Charlton,Leicester,2,1
1993-10-16,Sheffield Weds,Wimbledon,2,2
1993-10-16,West Ham,Aston Villa,0,0
1993-10-16,Stoke,Grimsby,1,0
1993-10-16,Southend,Oxford,6,1
1993-10-16,Portsmouth,Derby,3,2
1993-10-16,Nott'm Forest,Tranmere,2,1
1993-10-16,Luton,Notts County,1,0
1993-10-16,Arsenal,Man City,0,0
1993-10-16,Bristol City,Barnsley,0,2
1993-10-16,Bolton,Millwall,4,0
1993-10-16,Birmingham,Watford,1,0
1993-10-16,West Brom,Peterboro,3,0
1993-10-16,VVV Venlo,MVV Maastricht,1,7
1993-10-16,Newcastle,QPR,1,2
1993-10-16,Coventry,Southampton,1,1
1993-10-16,Cambuur,Sparta,1,1
1993-10-16,NAC Breda,Heerenveen,6,0
1993-10-16,Wattenscheid,FC Koln,2,2
1993-10-16,Stuttgart,Nurnberg,1,0
1993-10-16,Leverkusen,Schalke 04,5,1
1993-10-16,Leipzig,Kaiserslautern,0,0
1993-10-16,Freiburg,Werder Bremen,0,0
1993-10-16,Duisburg,Ein Frankfurt,1,0
1993-10-16,Dresden,Karlsruhe,1,1
1993-10-16,Dortmund,Hamburg,2,1
1993-10-16,Bayern Munich,M'Gladbach,3,1
1993-10-17,Inter,Torino,0,0
1993-10-17,Tenerife,Real Madrid,0,0
1993-10-17,Valladolid,Zaragoza,0,0
1993-10-17,Middlesbrough,Sunderland,4,1
1993-10-17,Crystal Palace,Wolves,1,1
1993-10-17,Vallecano,Celta,1,1
1993-10-17,Juventus,Atalanta,2,1
1993-10-17,Sampdoria,Roma,0,1
1993-10-17,Lazio,Piacenza,1,0
1993-10-17,Lecce,Genoa,0,0
1993-10-17,Cremonese,Parma,0,0
1993-10-17,Reggiana,Udinese,1,1
1993-10-17,Logrones,Valencia,2,0
1993-10-17,Lerida,Sp Gijon,1,1
1993-10-17,La Coruna,Barcelona,1,0
1993-10-17,Ipswich,Leeds,0,0
1993-10-17,Ath Bilbao,Osasuna,1,2
1993-10-17,Ath Madrid,Sociedad,1,2
1993-10-17,Santander,Sevilla,1,0
1993-10-17,Oviedo,Albacete,1,1
1993-10-17,Cagliari,Napoli,1,2
1993-10-17,Sochaux,Nantes,1,1
1993-10-17,Waalwijk,Groningen,2,3
1993-10-17,Volendam,Go Ahead Eagles,0,1
1993-10-17,Utrecht,PSV Eindhoven,0,4
1993-10-17,Twente,Ajax,2,1
1993-10-17,Feyenoord,Willem II,2,0
1993-10-17,Foggia,Milan,1,1
1993-10-18,Blackburn,Sheffield United,0,0
1993-10-19,Birmingham,Bolton,2,1
1993-10-20,Millwall,Notts County,2,0
1993-10-20,Sunderland,Luton,2,0
1993-10-20,Nott'm Forest,Oxford,0,0
1993-10-22,MVV Maastricht,Twente,0,2
1993-10-22,Tranmere,Bristol City,2,2
1993-10-22,Strasbourg,Caen,3,0
1993-10-23,Aston Villa,Chelsea,1,0
1993-10-23,Everton,Man United,0,1
1993-10-23,Nantes,Auxerre,1,2
1993-10-23,St Etienne,Metz,1,0
1993-10-23,Leeds,Blackburn,3,3
1993-10-23,Monaco,Martigues,7,0
1993-10-23,Marseille,Sochaux,1,1
1993-10-23,Lille,Montpellier,0,0
1993-10-23,Le Havre,Lens,1,1
1993-10-23,Cannes,Paris SG,0,1
1993-10-23,Bordeaux,Angers,1,0
1993-10-23,Toulouse,Lyon,2,0
1993-10-23,Man City,Liverpool,1,1
1993-10-23,Notts County,Portsmouth,1,1
1993-10-23,Oldham,Arsenal,0,0
1993-10-23,PSV Eindhoven,Roda JC,2,0
1993-10-23,Heerenveen,Volendam,3,1
1993-10-23,Go Ahead Eagles,Groningen,3,0
1993-10-23,Werder Bremen,Hamburg,0,2
1993-10-23,Schalke 04,Dresden,0,0
1993-10-23,Nurnberg,Leipzig,5,0
1993-10-23,Karlsruhe,Stuttgart,0,0
1993-10-23,Freiburg,Leverkusen,1,0
1993-10-23,FC Koln,Dortmund,2,0
1993-10-23,Norwich,West Ham,0,0
1993-10-23,M'Gladbach,Wattenscheid,3,3
1993-10-23,Kaiserslautern,Duisburg,2,0
1993-10-23,Ein Frankfurt,Bayern Munich,2,2
1993-10-23,Wolves,Stoke,1,1
1993-10-23,Sunderland,West Brom,1,0
1993-10-23,Derby,Crystal Palace,3,1
1993-10-23,Oxford,Luton,0,1
1993-10-23,Grimsby,Charlton,0,1
1993-10-23,Barnsley,Southend,1,3
1993-10-23,Peterboro,Birmingham,1,0
1993-10-23,QPR,Coventry,5,1
1993-10-23,Sheffield United,Sheffield Weds,1,1
1993-10-23,Watford,Bolton,4,3
1993-10-23,Tottenham,Swindon,1,1
1993-10-24,Roma,Lazio,1,1
1993-10-24,Genoa,Piacenza,0,1
1993-10-24,Napoli,Lecce,3,1
1993-10-24,Milan,Juventus,1,1
1993-10-24,Atalanta,Foggia,1,1
1993-10-24,Cremonese,Cagliari,3,1
1993-10-24,Parma,Reggiana,1,0
1993-10-24,Albacete,Ath Madrid,2,2
1993-10-24,Leicester,Nott'm Forest,1,0
1993-10-24,Torino,Sampdoria,2,3
1993-10-24,Willem II,NAC Breda,2,0
1993-10-24,Vitesse,Cambuur,2,1
1993-10-24,Utrecht,Waalwijk,3,1
1993-10-24,Sparta,VVV Venlo,2,2
1993-10-24,Ajax,Feyenoord,2,2
1993-10-24,Millwall,Middlesbrough,1,1
1993-10-24,Barcelona,Oviedo,1,0
1993-10-24,Udinese,Inter,0,1
1993-10-24,Sevilla,Tenerife,4,0
1993-10-24,Zaragoza,La Coruna,0,1
1993-10-24,Valencia,Ath Bilbao,1,0
1993-10-24,Sp Gijon,Vallecano,2,0
1993-10-24,Sociedad,Santander,2,0
1993-10-24,Osasuna,Valladolid,2,0
1993-10-24,Celta,Logrones,2,0
1993-10-24,Real Madrid,Lerida,5,0
1993-10-24,Southampton,Newcastle,2,1
1993-10-25,Wimbledon,Ipswich,0,2
1993-10-27,Cambuur,Ajax,0,3
1993-10-27,VVV Venlo,Feyenoord,1,1
1993-10-27,Groningen,Volendam,0,0
1993-10-27,PSV Eindhoven,Vitesse,0,1
1993-10-28,Auxerre,Cannes,0,0
1993-10-29,Roda JC,Utrecht,4,0
1993-10-29,Lyon,St Etienne,1,0
1993-10-29,Paris SG,Nantes,1,0
1993-10-29,Sochaux,Bordeaux,2,2
1993-10-29,Montpellier,Strasbourg,4,0
1993-10-29,Caen,Lille,2,3
1993-10-29,Lens,Monaco,3,3
1993-10-29,Angers,Marseille,0,1
1993-10-29,Martigues,Le Havre,3,0
1993-10-29,Metz,Toulouse,1,0
1993-10-30,Leipzig,Karlsruhe,1,0
1993-10-30,Hamburg,FC Koln,2,4
1993-10-30,NAC Breda,Ajax,0,5
1993-10-30,Luton,Leicester,0,2
1993-10-30,Crystal Palace,Grimsby,1,0
1993-10-30,Charlton,Oxford,1,0
1993-10-30,Nott'm Forest,Notts County,1,0
1993-10-30,Wattenscheid,Ein Frankfurt,0,0
1993-10-30,Middlesbrough,Peterboro,1,1
1993-10-30,Bristol City,Sunderland,2,0
1993-10-30,Stuttgart,Schalke 04,3,0
1993-10-30,Dortmund,M'Gladbach,3,0
1993-10-30,Dresden,Freiburg,1,2
1993-10-30,Duisburg,Nurnberg,1,0
1993-10-30,Bayern Munich,Kaiserslautern,4,0
1993-10-30,Leverkusen,Werder Bremen,2,2
1993-10-30,Swindon,Aston Villa,1,2
1993-10-30,Sheffield Weds,Leeds,3,3
1993-10-30,Bolton,Derby,0,2
1993-10-30,Newcastle,Wimbledon,4,0
1993-10-30,Liverpool,Southampton,4,2
1993-10-30,Ipswich,Everton,0,2
1993-10-30,Chelsea,Oldham,0,1
1993-10-30,Blackburn,Tottenham,1,0
1993-10-30,Arsenal,Norwich,0,0
1993-10-30,Southend,Wolves,1,1
1993-10-30,West Brom,Watford,4,1
1993-10-30,Stoke,Barnsley,5,4
1993-10-30,Portsmouth,Tranmere,2,0
1993-10-30,Man United,QPR,2,1
1993-10-31,Coventry,Sheffield United,0,0
1993-10-31,Birmingham,Millwall,1,0
1993-10-31,Twente,Sparta,0,0
1993-10-31,Lazio,Udinese,2,1
1993-10-31,Piacenza,Napoli,1,1
1993-10-31,Lecce,Atalanta,5,1
1993-10-31,Ath Madrid,Barcelona,4,3
1993-10-31,Juventus,Genoa,4,0
1993-10-31,Inter,Parma,3,2
1993-10-31,Foggia,Cremonese,1,1
1993-10-31,Cagliari,Torino,2,1
1993-10-31,Vallecano,Real Madrid,0,2
1993-10-31,Valencia,Celta,3,0
1993-10-31,Tenerife,Sociedad,2,1
1993-10-31,Santander,Albacete,1,1
1993-10-31,Oviedo,Zaragoza,2,1
1993-10-31,Logrones,Sp Gijon,1,2
1993-10-31,La Coruna,Osasuna,3,1
1993-10-31,Lerida,Sevilla,0,3
1993-10-31,Reggiana,Roma,0,0
1993-10-31,Sampdoria,Milan,3,2
1993-10-31,Ath Bilbao,Valladolid,3,0
1993-10-31,Volendam,Willem II,0,3
1993-10-31,Feyenoord,MVV Maastricht,4,0
1993-10-31,Cambuur,PSV Eindhoven,1,3
1993-10-31,Groningen,Heerenveen,2,2
1993-10-31,Waalwijk,Go Ahead Eagles,1,2
1993-11-01,West Ham,Man City,3,1
1993-11-02,Crystal Palace,Luton,3,2
1993-11-02,Bristol City,Birmingham,3,0
1993-11-02,Charlton,Derby,1,2
1993-11-02,Grimsby,Leicester,0,0
1993-11-02,Bolton,Peterboro,1,1
1993-11-02,Oxford,Barnsley,1,1
1993-11-02,Portsmouth,Middlesbrough,2,0
1993-11-02,Tranmere,West Brom,3,0
1993-11-02,Wolves,Notts County,3,0
1993-11-03,Stoke,Sunderland,1,0
1993-11-03,Nott'm Forest,Millwall,1,3
1993-11-03,Southend,Watford,2,0
1993-11-06,Nurnberg,Bayern Munich,2,0
1993-11-06,Ein Frankfurt,Dortmund,2,0
1993-11-06,Freiburg,Stuttgart,2,1
1993-11-06,MVV Maastricht,NAC Breda,2,1
1993-11-06,Karlsruhe,Duisburg,5,0
1993-11-06,M'Gladbach,Hamburg,2,2
1993-11-06,PSV Eindhoven,VVV Venlo,3,2
1993-11-06,Heerenveen,Go Ahead Eagles,1,4
1993-11-06,Willem II,Groningen,4,1
1993-11-06,Dresden,Leverkusen,1,1
1993-11-06,Kaiserslautern,Wattenscheid,4,1
1993-11-06,Schalke 04,Leipzig,3,1
1993-11-06,Monaco,Paris SG,1,1
1993-11-06,Notts County,Crystal Palace,3,2
1993-11-06,Lille,Angers,1,1
1993-11-06,Le Havre,Cannes,3,1
1993-11-06,Marseille,Caen,2,0
1993-11-06,Nantes,Martigues,2,1
1993-11-06,Strasbourg,Sochaux,2,0
1993-11-06,Millwall,Oxford,2,2
1993-11-06,FC Koln,Werder Bremen,2,0
1993-11-06,Birmingham,Nott'm Forest,0,3
1993-11-06,Leicester,Southend,3,0
1993-11-06,Middlesbrough,Bristol City,0,1
1993-11-06,Peterboro,Tranmere,0,0
1993-11-06,Sunderland,Portsmouth,1,2
1993-11-06,Watford,Stoke,1,3
1993-11-06,West Brom,Bolton,2,2
1993-11-06,Bordeaux,Lyon,2,0
1993-11-06,Wimbledon,Swindon,3,0
1993-11-06,St Etienne,Auxerre,1,0
1993-11-06,Ipswich,Sheffield Weds,1,4
1993-11-06,Leeds,Chelsea,4,1
1993-11-06,Sheffield United,Norwich,1,2
1993-11-06,Southampton,Tottenham,1,0
1993-11-06,QPR,Blackburn,1,0
1993-11-06,Coventry,Everton,2,1
1993-11-06,Arsenal,Aston Villa,1,2
1993-11-06,Liverpool,West Ham,2,0
1993-11-07,Montpellier,Metz,3,2
1993-11-07,Parma,Juventus,2,0
1993-11-07,Atalanta,Piacenza,0,0
1993-11-07,Cremonese,Lecce,2,1
1993-11-07,Inter,Milan,1,2
1993-11-07,Napoli,Lazio,1,2
1993-11-07,Toulouse,Lens,1,1
1993-11-07,Valladolid,La Coruna,0,0
1993-11-07,Zaragoza,Ath Madrid,2,1
1993-11-07,Sp Gijon,Valencia,2,0
1993-11-07,Sevilla,Vallecano,3,1
1993-11-07,Sampdoria,Cagliari,1,2
1993-11-07,Torino,Reggiana,2,0
1993-11-07,Udinese,Genoa,0,4
1993-11-07,Albacete,Tenerife,2,3
1993-11-07,Celta,Ath Bilbao,1,1
1993-11-07,Real Madrid,Logrones,2,1
1993-11-07,Osasuna,Oviedo,2,0
1993-11-07,Barcelona,Santander,2,1
1993-11-07,Sociedad,Lerida,1,3
1993-11-07,Man City,Man United,2,3
1993-11-07,Roma,Foggia,0,0
1993-11-07,Roda JC,Waalwijk,2,0
1993-11-07,Luton,Charlton,1,0
1993-11-07,Derby,Wolves,0,4
1993-11-07,Barnsley,Grimsby,1,2
1993-11-07,Ajax,Volendam,3,1
1993-11-07,Vitesse,Twente,3,0
1993-11-07,Utrecht,Cambuur,2,0
1993-11-07,Sparta,Feyenoord,3,4
1993-11-08,Oldham,Newcastle,1,3
1993-11-10,Valencia,Real Madrid,0,3
1993-11-10,Tenerife,Barcelona,2,3
1993-11-10,Santander,Zaragoza,2,0
1993-11-10,Oviedo,Valladolid,1,0
1993-11-10,Logrones,Sevilla,1,1
1993-11-10,Vallecano,Sociedad,4,1
1993-11-10,Celta,Sp Gijon,0,2
1993-11-10,Ath Bilbao,La Coruna,3,1
1993-11-10,Lerida,Albacete,0,1
1993-11-10,Sochaux,Toulouse,0,0
1993-11-10,Paris SG,Le Havre,0,0
1993-11-10,Metz,Lille,1,1
1993-11-10,Ath Madrid,Osasuna,3,0
1993-11-10,Cannes,Monaco,0,2
1993-11-10,Lens,Nantes,1,1
1993-11-10,Angers,Strasbourg,1,3
1993-11-10,Caen,Montpellier,0,0
1993-11-10,Auxerre,Bordeaux,0,1
1993-11-10,Lyon,Marseille,1,0
1993-11-10,Wolves,Nott'm Forest,1,1
1993-11-10,Martigues,St Etienne,2,1
1993-11-13,VVV Venlo,Willem II,0,0
1993-11-13,Wattenscheid,Nurnberg,2,1
1993-11-13,Stuttgart,Leverkusen,1,4
1993-11-13,Hamburg,Ein Frankfurt,3,0
1993-11-13,FC Koln,M'Gladbach,0,4
1993-11-13,Duisburg,Schalke 04,1,0
1993-11-13,Werder Bremen,Dresden,0,1
1993-11-13,Oxford,Derby,2,0
1993-11-13,Bayern Munich,Karlsruhe,1,0
1993-11-13,Tranmere,Sunderland,4,1
1993-11-13,Dortmund,Kaiserslautern,2,1
1993-11-13,Southend,Luton,2,1
1993-11-13,Wolves,Barnsley,1,1
1993-11-13,Leipzig,Freiburg,2,2
1993-11-13,Charlton,Notts County,5,1
1993-11-13,Bristol City,Millwall,2,2
1993-11-14,Stoke,Leicester,1,0
1993-11-19,VVV Venlo,Utrecht,1,1
1993-11-20,Schalke 04,Bayern Munich,1,1
1993-11-20,Nurnberg,Dortmund,0,0
1993-11-20,Dresden,Stuttgart,1,0
1993-11-20,Ein Frankfurt,FC Koln,0,3
1993-11-20,Kaiserslautern,Hamburg,3,0
1993-11-20,Karlsruhe,Wattenscheid,2,0
1993-11-20,Leverkusen,Leipzig,3,1
1993-11-20,Freiburg,Duisburg,1,2
1993-11-20,M'Gladbach,Werder Bremen,3,2
1993-11-20,Notts County,Stoke,2,0
1993-11-20,Millwall,Tranmere,3,1
1993-11-20,Peterboro,Charlton,0,1
1993-11-20,Sunderland,Southend,0,2
1993-11-20,Swindon,Ipswich,2,2
1993-11-20,Tottenham,Leeds,1,1
1993-11-20,Norwich,Man City,1,1
1993-11-20,Man United,Wimbledon,3,1
1993-11-20,Go Ahead Eagles,Willem II,3,0
1993-11-20,NAC Breda,Sparta,4,3
1993-11-20,Everton,QPR,0,3
1993-11-20,Chelsea,Arsenal,0,2
1993-11-20,Watford,Bristol City,1,1
1993-11-20,Blackburn,Southampton,2,0
1993-11-20,Sheffield Weds,Coventry,0,0
1993-11-20,West Ham,Oldham,2,0
1993-11-20,Derby,Grimsby,2,1
1993-11-20,Birmingham,Portsmouth,0,1
1993-11-20,Barnsley,Crystal Palace,1,3
1993-11-20,Aston Villa,Sheffield United,1,0
1993-11-20,Leicester,Oxford,2,3
1993-11-21,Barcelona,Lerida,0,1
1993-11-21,La Coruna,Oviedo,4,0
1993-11-21,Albacete,Vallecano,1,1
1993-11-21,Real Madrid,Celta,2,1
1993-11-21,Sociedad,Logrones,2,2
1993-11-21,Sp Gijon,Ath Bilbao,0,1
1993-11-21,Valladolid,Ath Madrid,1,1
1993-11-21,Zaragoza,Tenerife,6,2
1993-11-21,Newcastle,Liverpool,3,0
1993-11-21,Waalwijk,Heerenveen,1,1
1993-11-21,Milan,Napoli,2,1
1993-11-21,Lecce,Roma,0,2
1993-11-21,Atalanta,Parma,0,2
1993-11-21,Juventus,Cagliari,1,1
1993-11-21,Genoa,Inter,1,0
1993-11-21,Foggia,Sampdoria,1,2
1993-11-21,Lazio,Torino,1,2
1993-11-21,Monaco,Le Havre,1,1
1993-11-21,Bordeaux,Martigues,1,1
1993-11-21,Osasuna,Santander,0,0
1993-11-21,Caen,Sochaux,2,1
1993-11-21,Marseille,Auxerre,0,3
1993-11-21,Montpellier,Angers,2,1
1993-11-21,St Etienne,Lens,0,0
1993-11-21,Strasbourg,Metz,0,0
1993-11-21,Nantes,Cannes,0,0
1993-11-21,Toulouse,Paris SG,1,2
1993-11-21,Groningen,Ajax,0,4
1993-11-21,Feyenoord,Vitesse,1,1
1993-11-21,Volendam,MVV Maastricht,5,0
1993-11-21,Lille,Lyon,2,1
1993-11-21,Middlesbrough,Bolton,0,1
1993-11-21,Sevilla,Valencia,0,1
1993-11-21,Reggiana,Cremonese,2,0
1993-11-21,West Brom,Nott'm Forest,0,2
1993-11-21,Piacenza,Udinese,0,0
1993-11-22,Chelsea,Man City,0,0
1993-11-23,Blackburn,Coventry,2,1
1993-11-23,Everton,Leeds,1,1
1993-11-24,Aston Villa,Southampton,0,2
1993-11-24,Man United,Ipswich,0,0
1993-11-24,Newcastle,Sheffield United,4,0
1993-11-24,Sheffield Weds,Oldham,3,0
1993-11-24,Swindon,QPR,1,0
1993-11-24,Tottenham,Wimbledon,1,1
1993-11-24,West Ham,Arsenal,0,0
1993-11-24,Bolton,Crystal Palace,1,0
1993-11-27,Sunderland,Nott'm Forest,2,3
1993-11-27,Wimbledon,Everton,1,1
1993-11-27,Dresden,Leipzig,1,0
1993-11-27,West Brom,Portsmouth,4,1
1993-11-27,Lens,Bordeaux,1,0
1993-11-27,Angers,Caen,2,0
1993-11-27,Auxerre,Lille,5,0
1993-11-27,Cannes,Toulouse,2,1
1993-11-27,Le Havre,Nantes,0,0
1993-11-27,Lyon,Strasbourg,2,1
1993-11-27,Sheffield United,Chelsea,1,0
1993-11-27,Martigues,Marseille,0,3
1993-11-27,Paris SG,St Etienne,1,0
1993-11-27,Sochaux,Montpellier,2,1
1993-11-27,Peterboro,Bristol City,0,2
1993-11-27,Millwall,Grimsby,1,0
1993-11-27,Luton,Stoke,6,2
1993-11-27,Leicester,Wolves,2,2
1993-11-27,Derby,Southend,1,3
1993-11-27,Birmingham,Tranmere,0,3
1993-11-27,Barnsley,Bolton,1,1
1993-11-27,Metz,Monaco,1,1
1993-11-27,Oldham,Norwich,2,1
1993-11-27,Ipswich,Blackburn,1,0
1993-11-27,QPR,Tottenham,1,1
1993-11-27,Man City,Sheffield Weds,1,3
1993-11-27,Ein Frankfurt,M'Gladbach,0,3
1993-11-27,Kaiserslautern,FC Koln,3,0
1993-11-27,Karlsruhe,Dortmund,3,3
1993-11-27,Leverkusen,Duisburg,2,1
1993-11-27,Schalke 04,Wattenscheid,4,1
1993-11-27,Stuttgart,Werder Bremen,0,0
1993-11-27,Nurnberg,Hamburg,0,1
1993-11-27,Leeds,Swindon,3,0
1993-11-27,Arsenal,Newcastle,2,1
1993-11-27,Coventry,Man United,0,1
1993-11-27,Freiburg,Bayern Munich,3,1
1993-11-28,Tenerife,Osasuna,1,0
1993-11-28,Torino,Lecce,3,0
1993-11-28,Valencia,Sociedad,0,0
1993-11-28,Santander,Valladolid,5,1
1993-11-28,Sp Gijon,Real Madrid,2,1
1993-11-28,Ath Madrid,La Coruna,0,1
1993-11-28,Lerida,Zaragoza,0,1
1993-11-28,Celta,Sevilla,2,1
1993-11-28,Sampdoria,Cremonese,3,1
1993-11-28,Napoli,Reggiana,5,0
1993-11-28,Parma,Milan,0,0
1993-11-28,Udinese,Atalanta,0,0
1993-11-28,Lazio,Genoa,4,0
1993-11-28,Inter,Juventus,2,2
1993-11-28,Cagliari,Roma,1,1
1993-11-28,Ath Bilbao,Oviedo,1,1
1993-11-28,Liverpool,Aston Villa,2,1
1993-11-28,Notts County,Oxford,2,1
1993-11-28,Watford,Crystal Palace,1,3
1993-11-28,Piacenza,Foggia,5,4
1993-11-28,Vallecano,Barcelona,2,4
1993-11-28,Logrones,Albacete,2,2
1993-11-28,Willem II,Heerenveen,1,1
1993-11-29,Utrecht,Twente,1,0
1993-11-29,Southampton,West Ham,0,2
1993-11-29,Roda JC,VVV Venlo,0,0
1993-11-29,Ajax,Go Ahead Eagles,4,0
1993-11-29,PSV Eindhoven,Feyenoord,1,3
1993-12-02,St Etienne,Nantes,1,1
1993-12-03,Marseille,Cannes,3,1
1993-12-03,Strasbourg,Lens,2,0
1993-12-03,Tranmere,Peterboro,2,1
1993-12-03,Montpellier,Auxerre,1,0
1993-12-03,Toulouse,Monaco,2,1
1993-12-03,Lille,Paris SG,0,2
1993-12-03,Caen,Lyon,1,0
1993-12-03,Angers,Metz,1,2
1993-12-03,Bordeaux,Le Havre,2,1
1993-12-03,Sochaux,Martigues,1,0
1993-12-04,Ipswich,Oldham,0,0
1993-12-04,Everton,Southampton,1,0
1993-12-04,Coventry,Arsenal,1,0
1993-12-04,Stoke,Watford,2,0
1993-12-04,Portsmouth,Sunderland,0,1
1993-12-04,Nott'm Forest,Birmingham,1,0
1993-12-04,Wimbledon,West Ham,1,2
1993-12-04,Bristol City,Middlesbrough,0,0
1993-12-04,Grimsby,Barnsley,2,2
1993-12-04,Leeds,Man City,3,2
1993-12-04,Sheffield Weds,Liverpool,3,1
1993-12-04,Swindon,Sheffield United,0,0
1993-12-04,Tottenham,Newcastle,1,2
1993-12-04,Charlton,Luton,1,0
1993-12-04,Oxford,Millwall,0,2
1993-12-04,Bayern Munich,Leverkusen,1,1
1993-12-04,Wattenscheid,Freiburg,3,1
1993-12-04,Werder Bremen,Ein Frankfurt,1,0
1993-12-04,Go Ahead Eagles,MVV Maastricht,2,2
1993-12-04,NAC Breda,PSV Eindhoven,2,2
1993-12-04,Dortmund,Schalke 04,1,1
1993-12-04,FC Koln,Nurnberg,0,1
1993-12-04,M'Gladbach,Kaiserslautern,3,1
1993-12-04,Hamburg,Karlsruhe,1,1
1993-12-04,Leipzig,Stuttgart,0,0
1993-12-04,Man United,Norwich,2,2
1993-12-04,Duisburg,Dresden,1,1
1993-12-04,QPR,Aston Villa,2,2
1993-12-05,Genoa,Sampdoria,1,1
1993-12-05,Atalanta,Lazio,1,1
1993-12-05,Cremonese,Piacenza,4,0
1993-12-05,Foggia,Udinese,2,2
1993-12-05,Roma,Parma,2,0
1993-12-05,Reggiana,Cagliari,3,1
1993-12-05,Milan,Torino,1,0
1993-12-05,Southend,Leicester,0,0
1993-12-05,VVV Venlo,Cambuur,1,0
1993-12-05,Real Madrid,Ath Bilbao,2,1
1993-12-05,Valladolid,Tenerife,2,0
1993-12-05,Sociedad,Celta,2,1
1993-12-05,Oviedo,Ath Madrid,1,1
1993-12-05,Sevilla,Sp Gijon,1,2
1993-12-05,La Coruna,Santander,1,0
1993-12-05,Osasuna,Lerida,1,0
1993-12-05,Barcelona,Logrones,2,2
1993-12-05,Albacete,Valencia,3,1
1993-12-05,Zaragoza,Vallecano,4,1
1993-12-05,Groningen,Sparta,1,4
1993-12-05,Twente,Roda JC,2,1
1993-12-05,Volendam,Vitesse,2,0
1993-12-05,Blackburn,Chelsea,2,0
1993-12-05,Juventus,Napoli,1,0
1993-12-05,Feyenoord,Utrecht,1,1
1993-12-05,Crystal Palace,Notts County,1,2
1993-12-05,Lecce,Inter,1,3
1993-12-05,Wolves,Derby,2,2
1993-12-05,Willem II,Waalwijk,4,1
1993-12-06,Heerenveen,Ajax,1,4
1993-12-06,Arsenal,Tottenham,1,1
1993-12-07,Oldham,Swindon,2,1
1993-12-07,Sheffield United,Man United,0,3
1993-12-07,Portsmouth,Watford,2,0
1993-12-07,Bolton,West Brom,1,1
1993-12-08,Liverpool,QPR,3,2
1993-12-08,Aston Villa,Sheffield Weds,2,2
1993-12-08,West Ham,Leeds,0,1
1993-12-08,Man City,Everton,1,0
1993-12-08,Southampton,Ipswich,0,1
1993-12-08,Leicester,Crystal Palace,1,1
1993-12-10,Cambuur,Twente,1,1
1993-12-10,Roda JC,Feyenoord,1,0
1993-12-10,Lens,Lille,1,1
1993-12-11,Martigues,Montpellier,1,1
1993-12-11,Newcastle,Man United,1,1
1993-12-11,Oldham,Blackburn,1,2
1993-12-11,Man City,Tottenham,0,2
1993-12-11,Sheffield United,Everton,0,0
1993-12-11,West Ham,Coventry,3,2
1993-12-11,Aston Villa,Wimbledon,0,1
1993-12-11,Metz,Sochaux,1,1
1993-12-11,Notts County,Millwall,1,3
1993-12-11,Monaco,St Etienne,1,1
1993-12-11,Le Havre,Marseille,1,3
1993-12-11,Southampton,QPR,0,1
1993-12-11,Liverpool,Swindon,2,2
1993-12-11,Nantes,Toulouse,4,0
1993-12-11,Cannes,Bordeaux,2,1
1993-12-11,MVV Maastricht,Heerenveen,3,1
